Watching for file changes with StatReloader
Waiting for apps ready_event.
Apps ready_event triggered. Sending autoreload_started signal.
Watching dir C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\SilverTech\..\Frontend_UI with glob **/*.
Watching dir C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\Silvertech\user_level\templates with glob **/*.
Watching dir C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\Silvertech\myapp1\templates with glob **/*.
Watching dir C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\Silvertech\locale with glob **/*.mo.
Watching dir C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\corsheaders\locale with glob **/*.mo.
Watching dir C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\Silvertech\myapp1\locale with glob **/*.mo.
Watching dir C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\Silvertech\user_level\locale with glob **/*.mo.
File C:\ProgramData\anaconda3\envs\django-back\Lib\hmac.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\middleware\cache.py first seen with mtime 1715481293.4896207
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\forms\fields.py first seen with mtime 1715481293.4421666
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\tqdm\gui.py first seen with mtime 1712922860.471699
File C:\ProgramData\anaconda3\envs\django-back\Lib\xml\__init__.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pymysql\converters.py first seen with mtime 1715486833.2310586
File C:\ProgramData\anaconda3\envs\django-back\DLLs\_wmi.pyd first seen with mtime 1708116278.944535
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\messages\apps.py first seen with mtime 1715481292.9187942
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\templatetags\tz.py first seen with mtime 1715481293.5054786
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pymysql\constants\ER.py first seen with mtime 1715486833.2310586
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\colorama\ansitowin32.py first seen with mtime 1666700775.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\db\models\fields\generated.py first seen with mtime 1715481293.4263217
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\google\oauth2\_client.py first seen with mtime 1712921482.3603168
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pyasn1\codec\ber\__init__.py first seen with mtime 1712921480.1802323
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\core\cache\backends\locmem.py first seen with mtime 1715481293.3643968
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pkg_resources\_vendor\more_itertools\more.py first seen with mtime 1710328835.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\staticfiles\management\commands\runserver.py first seen with mtime 1715481293.3472197
File C:\ProgramData\anaconda3\envs\django-back\DLLs\_socket.pyd first seen with mtime 1708116282.7604012
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\lib\__init__.py first seen with mtime 1712923111.8452044
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pyasn1\compat\integer.py first seen with mtime 1712921480.1892266
File C:\ProgramData\anaconda3\envs\django-back\Lib\quopri.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\grpc\aio\_channel.py first seen with mtime 1712921480.9619915
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\contenttypes\__init__.py first seen with mtime 1715481292.426401
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\requests\api.py first seen with mtime 1712921481.5502837
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\admin\decorators.py first seen with mtime 1715481291.8955526
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\admin\utils.py first seen with mtime 1715481291.8955526
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\grpc\_grpcio_metadata.py first seen with mtime 1712921480.8801248
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pkg_resources\_vendor\platformdirs\api.py first seen with mtime 1710328835.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\google\protobuf\internal\type_checkers.py first seen with mtime 1712921480.3947937
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\core\umath.py first seen with mtime 1712923111.6088688
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\db\models\utils.py first seen with mtime 1715481293.4263217
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\lib\shape_base.py first seen with mtime 1712923111.8389
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\core\handlers\exception.py first seen with mtime 1715481293.3788998
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\sites\shortcuts.py first seen with mtime 1715481293.2518606
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\grpc\aio\_base_channel.py first seen with mtime 1712921480.9619915
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pymysql\charset.py first seen with mtime 1715486833.209576
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\sessions\backends\__init__.py first seen with mtime 1715481293.1410866
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\requests\sessions.py first seen with mtime 1712921481.5585294
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\random\__init__.py first seen with mtime 1712923111.941401
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\google\protobuf\any_pb2.py first seen with mtime 1712921480.3615863
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\urllib3\util\url.py first seen with mtime 1712921479.9833295
File C:\ProgramData\anaconda3\envs\django-back\Lib\weakref.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\importlib\resources\__init__.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\uuid.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\lib\type_check.py first seen with mtime 1712923111.8389
File C:\ProgramData\anaconda3\envs\django-back\Lib\concurrent\futures\thread.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\db\backends\mysql\client.py first seen with mtime 1715481293.410334
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\urllib3\util\ssltransport.py first seen with mtime 1712921479.9833295
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\sites\__init__.py first seen with mtime 1715481293.2518606
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\corsheaders\checks.py first seen with mtime 1713169633.2566342
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\db\models\fields\__init__.py first seen with mtime 1715481293.4263217
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\core\_dtype_ctypes.py first seen with mtime 1712923111.6143782
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\auth\management\__init__.py first seen with mtime 1715481292.4105763
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\google\auth\exceptions.py first seen with mtime 1712921482.3485308
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\core\cache\__init__.py first seen with mtime 1715481293.3631694
File C:\ProgramData\anaconda3\envs\django-back\Lib\urllib\error.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\db\models\sql\__init__.py first seen with mtime 1715481293.4421666
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\google\oauth2\service_account.py first seen with mtime 1712921482.367823
File C:\ProgramData\anaconda3\envs\django-back\Lib\http\client.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\http\server.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\sqlparse\formatter.py first seen with mtime 1711677865.4540513
File C:\ProgramData\anaconda3\envs\django-back\Lib\email\_header_value_parser.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\urllib3\_version.py first seen with mtime 1712921479.9668007
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\db\backends\base\base.py first seen with mtime 1715481293.3945448
File C:\ProgramData\anaconda3\envs\django-back\DLLs\pyexpat.pyd first seen with mtime 1708116271.8940432
File C:\ProgramData\anaconda3\envs\django-back\Lib\asyncio\runners.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\_typing\_scalars.py first seen with mtime 1712923112.050629
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\admin\templatetags\log.py first seen with mtime 1715481292.1415732
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\core\mail\__init__.py first seen with mtime 1715481293.3788998
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\charset_normalizer\md__mypyc.cp312-win_amd64.pyd first seen with mtime 1712921481.2983003
File C:\ProgramData\anaconda3\envs\django-back\Lib\zipfile\_path\glob.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\db\models\enums.py first seen with mtime 1715481293.4263217
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pymysql\times.py first seen with mtime 1715486833.2310586
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\version.py first seen with mtime 1712923111.5658753
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\PIL\_binary.py first seen with mtime 1712922976.6205556
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pyasn1\type\namedval.py first seen with mtime 1712921480.1892266
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\admin\helpers.py first seen with mtime 1715481291.8955526
File C:\ProgramData\anaconda3\envs\django-back\Lib\asyncio\transports.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\sessions\exceptions.py first seen with mtime 1715481293.1410866
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\__init__.py first seen with mtime 1712923111.5724764
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\utils\log.py first seen with mtime 1715481293.5213346
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\admin\views\__init__.py first seen with mtime 1715481292.1415732
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\colorama\initialise.py first seen with mtime 1666700775.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\db\migrations\operations\__init__.py first seen with mtime 1715481293.4263217
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\db\models\options.py first seen with mtime 1715481293.4263217
File C:\ProgramData\anaconda3\envs\django-back\Lib\encodings\cp949.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\google\auth\_helpers.py first seen with mtime 1712921482.3431697
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\charset_normalizer\md.cp312-win_amd64.pyd first seen with mtime 1712921481.2983003
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\urllib3\poolmanager.py first seen with mtime 1712921479.9668007
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\google\api_core\client_options.py first seen with mtime 1712921482.523686
File C:\ProgramData\anaconda3\envs\django-back\Lib\stringprep.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\core\getlimits.py first seen with mtime 1712923111.5985363
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\views\generic\edit.py first seen with mtime 1715481293.5372221
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\db\models\functions\text.py first seen with mtime 1715481293.4421666
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\auth\forms.py first seen with mtime 1715481292.283532
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\requests\certs.py first seen with mtime 1712921481.5502837
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\apps\registry.py first seen with mtime 1715481291.6803174
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\middleware\http.py first seen with mtime 1715481293.4896207
File C:\ProgramData\anaconda3\envs\django-back\Lib\importlib\resources\_adapters.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\PIL\_version.py first seen with mtime 1712922976.6656058
File C:\ProgramData\anaconda3\envs\django-back\Lib\importlib\resources\abc.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\PIL\Image.py first seen with mtime 1712922976.5699239
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\kiwipiepy\_wrap.py first seen with mtime 1712923115.6707668
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\db\__init__.py first seen with mtime 1715481293.3945448
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\core\einsumfunc.py first seen with mtime 1712923111.597715
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\requests\auth.py first seen with mtime 1712921481.5502837
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\template\loaders\cached.py first seen with mtime 1715481293.5054786
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\grpc\experimental\aio\__init__.py first seen with mtime 1712921480.9779923
File C:\ProgramData\anaconda3\envs\django-back\Lib\asyncio\trsock.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\polynomial\polynomial.py first seen with mtime 1712923111.899926
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pyasn1\type\tag.py first seen with mtime 1712921480.196734
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\sqlparse\lexer.py first seen with mtime 1711677865.4540513
File C:\ProgramData\anaconda3\envs\django-back\Lib\contextlib.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\grpc\_typing.py first seen with mtime 1712921480.8801248
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\views\static.py first seen with mtime 1715481293.5213346
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\db\backends\signals.py first seen with mtime 1715481293.3945448
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\google\protobuf\symbol_database.py first seen with mtime 1712921480.3781736
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\staticfiles\finders.py first seen with mtime 1715481293.3472197
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\core\_ufunc_config.py first seen with mtime 1712923111.655797
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\sqlparse\filters\aligned_indent.py first seen with mtime 1711677865.4707017
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\lib\mixins.py first seen with mtime 1712923111.8287528
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\sqlparse\filters\right_margin.py first seen with mtime 1711677865.4707017
File C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\SilverTech\SilverTech\urls.py first seen with mtime 1715607200.9906397
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\urllib3\util\request.py first seen with mtime 1712921479.9752893
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\sessions\models.py first seen with mtime 1715481293.1410866
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\grpc\_cython\__init__.py first seen with mtime 1712921480.8801248
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\random\_pcg64.cp312-win_amd64.pyd first seen with mtime 1712923111.935888
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\urls\resolvers.py first seen with mtime 1715481293.5054786
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\auth\backends.py first seen with mtime 1715481292.2752905
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\asgiref\current_thread_executor.py first seen with mtime 1711677865.6374972
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\contenttypes\models.py first seen with mtime 1715481292.426401
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\templatetags\__init__.py first seen with mtime 1715481293.5054786
